test_index,test_text,predicted_label,true_label,neighbor_index,neighbor_label,neighbor_distance,neighbor_text
144,marah adil cuma ilusi negeri,negatif,negatif,1469,Negatif,1.1547788353973618,brengsek hukum negeri cuma buat punya uang
144,marah adil cuma ilusi negeri,negatif,negatif,216,Positif,1.185004904818051,yakin polisi kerja baik negeri
144,marah adil cuma ilusi negeri,negatif,negatif,1407,Negatif,1.1915135453602481,makin lama makin lihat kalau hukum negeri cuma buat duit
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,941,Negatif,1.0201832531613517,sedih lihat rakyat hilang percaya hukum
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,1259,Negatif,1.0544442822482905,rakyat kecewa kinerja polisi
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,1117,Negatif,1.0603963759540154,polisi lindung malah bikin takut
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,322,Negatif,1.0722537991010928,harus lindung rakyat bukan malah bikin takut
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,1369,Negatif,1.0808399695756388,sedih marah kecewa siapa rakyat adu pak
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,1277,Negatif,1.0839757114651498,geram lihat salah malah lindung
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,1000,Negatif,1.0954853030189582,sedih lihat hukum tak pihak rakyat kecil
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,601,Negatif,1.09586044915553,polisi selalu buat rakyat kecewa
145,sedih lihat polisi lindung rakyat malah kecewa,negatif,negatif,602,Negatif,1.095979746430732,sedih lihat aparat tak jadi harap rakyat
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,230,Positif,0.9045548129340504,yakin polisi jadi simbol adil sungguh
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,99,Positif,0.9403440434504037,polisi simbol lindung jaga baik
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,569,Negatif,1.1617546804443373,polisi harus jadi lindung bukan sumber takut
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,459,Negatif,1.1636787313459787,polisi harus jadi harap bukan sumber takut
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,322,Negatif,1.2053029533344508,harus lindung rakyat bukan malah bikin takut
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,1177,Negatif,1.2256093177242386,polisi harus jadi lindung bukan sumber sedih
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,1262,Negatif,1.2403154170901214,rasa takut dulu kalau lihat polisi padahal salah harus bikin nyaman bukan takut
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,284,Negatif,1.2443649443718146,hukum harus lindung rasa takut
146,ragam harus jadi simbol adil bukan simbol takut,negatif,negatif,86,Positif,1.2523948739266735,jadi polisi jujur adil
147,miris rakyat harap pasti,negatif,negatif,114,Negatif,0.9494761366131835,miris lihat hukum tak beri pasti korban
147,miris rakyat harap pasti,negatif,negatif,1448,Negatif,1.0637249847248493,rakyat kecil tangis pasti hukum
147,miris rakyat harap pasti,negatif,negatif,998,Negatif,1.1413267858819476,miris rakyat teriak tak dengar
147,miris rakyat harap pasti,negatif,negatif,335,Negatif,1.1440395707328208,miris lihat aparat lebih peduli citra rakyat
147,miris rakyat harap pasti,negatif,negatif,1274,Positif,1.1497383343433014,pasti hukum wujud polisi kerja jujur
147,miris rakyat harap pasti,negatif,negatif,543,Negatif,1.1709111057610668,miris rasa lihat hukum tegak adil polisi
147,miris rakyat harap pasti,negatif,negatif,833,Netral,1.1805410743335842,pasti hukum gantung tegak transparan adil
147,miris rakyat harap pasti,negatif,negatif,1037,Negatif,1.1846763379337686,miris lihat aparat tutup mata derita rakyat
147,miris rakyat harap pasti,negatif,negatif,1361,Positif,1.193149999906815,jujur polisi harap masyarakat
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,641,Negatif,1.0304848212282243,lawan jahat berat lebih berat kalau aparat ikut main
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,1046,Negatif,1.0990477333757533,takut kalau atur baru malah berat rakyat
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,1484,Netral,1.1611912926539656,tugas polisi berat tetap akuntabel
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,134,Negatif,1.1668291031405105,takut kalau nyata adil buat rakyat biasa
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,363,Negatif,1.1680301267635556,rasa lebih takut polisi jahat
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,133,Negatif,1.1697123187116276,takut kalau biasa hukum timpang
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,681,Negatif,1.1712976964349513,polisi perlu lebih tegas biar rakyat rasa aman
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,931,Negatif,1.1980082094488684,hukum rasa takut tegak benar
148,hukum rasa lebih berat rakyat biasa,negatif,negatif,1192,Negatif,1.1994328897231266,hukum rasa ilusi
149,semua polisi buruk kok benar adil,positif,positif,1432,Positif,0.9602399172606119,semua polisi buruk benar kerja buat rakyat apresiasi
149,semua polisi buruk kok benar adil,positif,positif,1286,Netral,1.023087148211687,semua polisi buruk banyak jalan tugas baik
149,semua polisi buruk kok benar adil,positif,positif,1025,Negatif,1.1084993250029733,kecewa kinerja polisi buruk
149,semua polisi buruk kok benar adil,positif,positif,571,Positif,1.1264802837967525,yakin polisi jaga adil semua
149,semua polisi buruk kok benar adil,positif,positif,757,Negatif,1.1612001401343326,adil semua bukan kuasa
149,semua polisi buruk kok benar adil,positif,positif,703,Positif,1.1729137985147782,tegak hukum sangat adil polisi semua jujur
149,semua polisi buruk kok benar adil,positif,positif,260,Negatif,1.2029936282085643,polisi kerja buat siapa sih kok salah malah lindung
149,semua polisi buruk kok benar adil,positif,positif,897,Positif,1.2040025337976368,masyarakat indonesia semua senang polisi jujur adil
149,semua polisi buruk kok benar adil,positif,positif,497,Negatif,1.2069767701231318,ngeri banget polisi jaman sekarang kok takut
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,309,Negatif,0.872204127082819,bagaimana rasa aman aparat lindung justru sering tindak semena pena
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,820,Negatif,1.0035290019654743,bagaimana rasa aman lindung malah diam
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,458,Negatif,1.1236949529749398,bagaimana rasa lindung polisi sendiri timbul takut
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,1119,Negatif,1.1511737709940146,aman datang polisi bukan justru rasa cemas
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,1302,Negatif,1.1637649566029005,polisi jadi harap rakyat kini justru sering kecewa
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,1414,Negatif,1.1707436825516984,takut lapor polisi sering kali korban justru dapat lindung layak
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,52,Negatif,1.1777506342607174,polisi harus lindung banyak rasa tak aman
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,162,Negatif,1.2058079071122942,sering kali rasa lebih aman diam urus polisi
150,bagaimana rakyat rasa aman lindung justru sering tindak kasar,negatif,negatif,1206,Negatif,1.2153391108841365,tegak adil buat rakyat takut sayang banyak justru rasa balik
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,709,Positif,0.8809952991761614,jadi rasa aman polisi jaga aman nyaman masyarakat
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,1188,Netral,1.1146923073912895,layan publik optimal jadi prioritas utama polisi
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,1124,Positif,1.188982369403243,mudik lebaran sangat bantu aman posko polisi bagai titik jalan jadi lebih nyaman
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,1331,Positif,1.1935618902258496,kali giat besar pasar malam konser polisi selalu hadir pasti aman sangat jaga nyaman masyarakat
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,1428,Negatif,1.2084873901775126,polisi hadir rasa aman tetap tak
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,295,Negatif,1.2334889432191318,lapor keras seksual lingkung anggap prioritas tangan lambat belit
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,354,Positif,1.2344338859746131,hebat pak polisi arus mudik balik lebaran aman nyaman terima kasih polri
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,1405,Netral,1.235702520384654,gimana aman masyarakat tangan polisi
151,aman nyaman masyarakat tetap jadi prioritas,positif,netral,1153,Positif,1.2477686120946945,yakin polisi bawa rasa aman masyarakat
152,kalau viral bakal urus gila,negatif,negatif,1217,Negatif,0.9852517558494116,benar deh kalau viral dulu polisi bakal peduli sama kasus rakyat kecil
152,kalau viral bakal urus gila,negatif,negatif,398,Negatif,1.0889394355750515,takut kalau polisi cuma gerak kalau viral
152,kalau viral bakal urus gila,negatif,negatif,45,Negatif,1.1216770497569901,udah rusak sistem bakal percaya
152,kalau viral bakal urus gila,negatif,negatif,1279,Negatif,1.138738937931164,kalau viral baru proses kalau biar bikin ngeri
152,kalau viral bakal urus gila,negatif,negatif,1079,Negatif,1.1807352937844182,bahkan kalau salah apa tetap takut kalau urus sama polisi
152,kalau viral bakal urus gila,negatif,negatif,418,Negatif,1.1844735427301354,kasus viral baru gercep kalau abai
152,kalau viral bakal urus gila,negatif,negatif,1389,Negatif,1.1952899979731937,adil selalu tunggu viral
152,kalau viral bakal urus gila,negatif,negatif,907,Negatif,1.2141241671959315,tangan kasus sering lambat kalau viral rasa standar ganda
152,kalau viral bakal urus gila,negatif,negatif,518,Negatif,1.2178974201246198,kasus viral tiba semua hilang
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,409,Negatif,1.0616355812502103,takut kalau kasus cuma akhir jelas
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,101,Negatif,1.0989994927225468,waktu minta salin bap urus pribadi proses sulit minta uang administrasi jelas
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,100,Negatif,1.1568400062798774,pernah minta uang lapor cepat harus semua sama pilih
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,1045,Negatif,1.1641725409786496,polisi minta uang bensin antar surat rumah warga atur kan
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,228,Negatif,1.1856656125935874,sempat minta uang tambah urus surat hilang harus pungutan luar tentu
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,1062,Positif,1.1875243527187316,akhir kena terima kasih pak polisi
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,974,Negatif,1.1890233099668865,oknum minta uang cepat buat lapor sangat kecewa
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,1116,Netral,1.198286976752587,kadang tugas beri jelas kena atur lalu lintas meski kadang jelas lalu rinc
153,pernah kena razia jelas jelas cuma minta keluar surat akhir minta uang,negatif,negatif,624,Netral,1.1989385237758332,teman sempat tilang kata minta uang sendiri pernah alam
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,1186,Positif,0.8824680920982648,percaya hukum tegak pandang bulu
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,538,Netral,0.9921058025452085,hukum tegak pandang bulu polisi punya peran besar
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,1297,Positif,1.168646516123138,haru lihat polisi bantu warga kecil
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,1400,Negatif,1.1971874846463002,takut hukum lindung rakyat kecil
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,913,Negatif,1.1981487344878516,rakyat kecil selalu takut urus polisi
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,1000,Negatif,1.2033614270988768,sedih lihat hukum tak pihak rakyat kecil
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,246,Positif,1.2082596764791975,polisi jujur bela rakyat kecil
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,1050,Positif,1.2157301661105326,senang banget lihat polw
154,senang lihat polisi bantu rakyat kecil pandang bulu,positif,positif,124,Positif,1.2179597883629318,senang lihat polisi ikut bersih lingkung
155,jaya terus polisi indonesia,positif,positif,357,Positif,0.7720584931614785,percaya polisi indonesia
155,jaya terus polisi indonesia,positif,positif,922,Positif,0.9826103125418474,polisi indonesia tegas jujur adil
155,jaya terus polisi indonesia,positif,positif,855,Netral,1.0049143089332673,baik terus terus sistem polisi
155,jaya terus polisi indonesia,positif,positif,61,Positif,1.0239811072208183,memang keren polisi indonesia
155,jaya terus polisi indonesia,positif,positif,897,Positif,1.0531002803137397,masyarakat indonesia semua senang polisi jujur adil
155,jaya terus polisi indonesia,positif,positif,809,Positif,1.1188859848545911,yakin polisi ayom masyarakat benar jadi bangga rakyat indonesia
155,jaya terus polisi indonesia,positif,positif,1202,Positif,1.1554372080615223,kinerja polisi makin baik terus
155,jaya terus polisi indonesia,positif,positif,508,Positif,1.1565219006567318,hukum jalan baik polisi terus kerja
155,jaya terus polisi indonesia,positif,positif,1340,Positif,1.176103540442616,terima kasih polisi indonesia dedikasi lindung masyarakat patut acung jempol
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,727,Netral,1.1182498698376284,lihat patroli motor polisi lewat daerah pinggir kota sore
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,754,Netral,1.1301336256335939,polisi lihat parkir pinggir jalan pantau situasi
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,830,Netral,1.1483483621095878,tugas jaga pos pinggir jalan lihat interaksi kendara
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,437,Netral,1.1491950364919041,polisi lihat potret situasi lalu lintas pinggir jalan
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,233,Positif,1.14940339356702,sangat bantu motor mogok jalan polisi patroli langsung datang bantu dorong pinggir
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,1063,Netral,1.1689329843915268,polisi diri pinggir jalan aksi damai
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,1041,Negatif,1.1849868508425998,tugas lihat rokok tugas pinggir jalan kurang profesional
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,1113,Netral,1.1948853996840447,beberapa polisi tampak diri pinggir jalan banyak interaksi
156,polisi sempat lihat catat plat motor pinggir jalan,netral,netral,220,Netral,1.199905296234581,polisi lihat pasang spanduk imbau tertib lalu lintas pinggir jalan
157,seviral apa tindak,negatif,negatif,7,Netral,1.0761075107136746,polisi benar fungsi apa
157,seviral apa tindak,negatif,negatif,144,Negatif,1.0860165158586337,hukum formalitas lalu apa
157,seviral apa tindak,negatif,negatif,1132,Negatif,1.1457729097521232,hukum beli lalu apa guna adil
157,seviral apa tindak,negatif,negatif,365,Negatif,1.1496795638444788,banyak kendara ugal ugalan tindak polisi kadang diri tindak
157,seviral apa tindak,negatif,negatif,1189,Negatif,1.165767596202266,banyak buat salah beberapa kena hukum adil apa
157,seviral apa tindak,negatif,negatif,473,Negatif,1.1702440380857109,takut bukti jelas tindak
157,seviral apa tindak,negatif,negatif,12,Negatif,1.1723330404143395,polisi macam apa malah lindung kriminal
157,seviral apa tindak,negatif,negatif,853,Negatif,1.1772360705200329,takut lapor yakin tindak adil
157,seviral apa tindak,negatif,negatif,71,Positif,1.1787848994890961,percaya masyarakat polisi jaga tindak nyata
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,542,Negatif,1.0408662530007387,dulu polisi takut
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,119,Negatif,1.0588211160447623,polisi hadir banyak korban jahat
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,333,Negatif,1.077212236354054,polisi cepat tindak masa viral dulu
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,789,Negatif,1.084341357510331,viral dulu baru mau tindak
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,365,Negatif,1.1621315537492671,banyak kendara ugal ugalan tindak polisi kadang diri tindak
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,171,Negatif,1.187157146682937,takut suatu hari jadi korban tidakadil polisi benar peduli
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,790,Negatif,1.1873701077839964,kalau lapor warga kecil kayak anggap penting viral dulu baru tindak
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,524,Negatif,1.197735535408249,sedih lihat korban adil
158,berapa banyak korban dulu polisi benar tindak,negatif,negatif,911,Negatif,1.2028615389738078,jangan korban polisi abai
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,914,Negatif,0.8046685173949931,sungguh polri kecewa rakyat
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,657,Negatif,0.8658745055428404,makin percaya kinerja polisi sungguh adil
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,971,Negatif,0.9251783602391404,sungguh adil brengsek kalian polisi
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,230,Positif,0.9612811576215723,yakin polisi jadi simbol adil sungguh
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,0,Negatif,1.0568150576997317,sungguh sedih rakyat takut lapor percaya polisi
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,15,Negatif,1.0875664071753477,masyarakat kecewa polisi
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,1141,Positif,1.106907581648885,sungguh senang lihat polisi makin bersih transparan
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,65,Negatif,1.1215869383113404,kecewa kinerja polisi
159,putus ambil polisi sungguh kecewa cermin adil,negatif,negatif,889,Positif,1.1300117505819784,percaya polisi tegak adil adil
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,284,Negatif,0.8322894639705865,hukum harus lindung rasa takut
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,322,Negatif,0.9380078305668593,harus lindung rakyat bukan malah bikin takut
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,1475,Negatif,0.9395122306233302,polisi harus beri solusi bukan makin tambah luka
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,569,Negatif,0.9429004904677156,polisi harus jadi lindung bukan sumber takut
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,648,Negatif,0.9926155199122363,kerja kalian itu harus lindung rakyat bukan malah tambah masalah
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,1478,Negatif,1.025800666096818,polisi harus ayom bukan malah tambah luka
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,52,Negatif,1.032845295729262,polisi harus lindung banyak rasa tak aman
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,1437,Negatif,1.0403406250240426,polisi harus lindung bukan buat resah
160,polisi harus beri lindung bukan tambah rasa takut,negatif,negatif,1177,Negatif,1.059796500797777,polisi harus jadi lindung bukan sumber sedih
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,921,Positif,1.095627167461485,terima kasih pak polisi atur jalan
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,508,Positif,1.1235421049473475,hukum jalan baik polisi terus kerja
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,394,Netral,1.1514076868254377,polisi periksa kendara besar jalan utama kota
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,667,Positif,1.1769406364511077,sangat bantu ada patroli polisi jalan utama dekat rumah jadi lebih aman keluar malam
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,1289,Netral,1.1800273402846695,proses hukum tetap jalan suai atur laku
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,1286,Netral,1.1843017066881163,semua polisi buruk banyak jalan tugas baik
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,677,Netral,1.1890838444807152,razia jalan utama tadi pagi untung surat lengkap jadi aman
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,1439,Positif,1.1996586010590555,hukum lebih baik kalau polisi benar jalan tugas integritas
161,polisi sekali atur jalan alternatif jadi baik jalan utama,netral,netral,451,Netral,1.2015157817059972,polisi keliling jalan utama pake motor setop kendara
162,polisi kerja korupsi harap besar bangsa,positif,positif,923,Positif,1.0627033183551429,polisi tanggung jawab harap bangsa
162,polisi kerja korupsi harap besar bangsa,positif,positif,794,Positif,1.1089894301062413,polisi makin baik bawa dampak besar bangsa
162,polisi kerja korupsi harap besar bangsa,positif,positif,379,Positif,1.1505694366515542,polisi jujur bangga bangsa
162,polisi kerja korupsi harap besar bangsa,positif,positif,1300,Positif,1.1878073178507458,makin bangga polisi berani lawan praktik korupsi
162,polisi kerja korupsi harap besar bangsa,positif,positif,848,Positif,1.1886094159266614,polisi kerja pamrih pahlawan jati bangsa
162,polisi kerja korupsi harap besar bangsa,positif,positif,1261,Negatif,1.2004776320980897,masalah bangsa tegak hukum polisi percaya rakyat
162,polisi kerja korupsi harap besar bangsa,positif,positif,515,Positif,1.202631089178926,integritas polisi sangat harga bangsa
162,polisi kerja korupsi harap besar bangsa,positif,positif,1361,Positif,1.2086019874784977,jujur polisi harap masyarakat
162,polisi kerja korupsi harap besar bangsa,positif,positif,1429,Positif,1.2087154459424079,harap polisi terus kerja penuh dedikasi
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,386,Netral,0.589433541066721,lihat polisi jalan kaki keliling pasar tradisional
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,858,Netral,1.0252928413546833,lihat polisi jalan kaki pasar pagi mungkin bagi patroli biasa
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,492,Netral,1.1810193073320918,sempat papas polisi sedang patroli jalan kaki
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,32,Netral,1.2334079150338344,waktu acara besar polisi lihat jaga area banyak jadi tetap lokasi
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,469,Netral,1.235610163386317,polisi lihat pantau kondisi pasar banyak interaksi
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,1308,Netral,1.2435052568518292,polisi area wisata kadang beri info arah jalan selalu tugas ramai
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,157,Positif,1.2442151917645168,lihat polisi antar lansia seberang jalan hari pasar tindak kecil sangat arti
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,731,Netral,1.2473323501290192,polisi kadang jaga area ramai lebih sering lihat pos interaksi langsung masyarakat
163,lihat polisi jalan kaki susur area pasar tradisional,netral,netral,904,Positif,1.2477955670308942,polisi jaga pasar cukup sigap atur lalu lintas meski kondisi pasar cukup ramai
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,688,Negatif,1.120755669507151,marah kata kata
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,33,Netral,1.1458674554728168,pernah minta ikut sidang tilang online arah tugas semua suai alur laku
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,276,Netral,1.148305410687475,pernah lapor hilang barang arah tugas spkt proses suai alur
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,624,Netral,1.1675499948331332,teman sempat tilang kata minta uang sendiri pernah alam
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,884,Negatif,1.1879465733239793,datang kantor polisi minta arah hukum malah bilang bukan urus padahal jelas kait aman
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,943,Negatif,1.2032893873818473,lapor hilang kendara kata jangan lalu harap jadi buat apa lapor
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,100,Negatif,1.2159717842432183,pernah minta uang lapor cepat harus semua sama pilih
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,744,Netral,1.2242447896658646,kasus lapor proses suai prosedur
164,pernah minta ulang lapor kata salah format padahal suai arah,negatif,negatif,1170,Negatif,1.2307361539132573,lapor hilang malah sulit padahal kerja
165,lama polisi junjung benar rakyat dukung,positif,positif,72,Positif,1.0445236234381423,rakyat dukung polisi jujur adil berani benar
165,lama polisi junjung benar rakyat dukung,positif,positif,1129,Positif,1.085058256682769,rakyat butuh polisi selalu junjung tinggi nilai adil
165,lama polisi junjung benar rakyat dukung,positif,positif,416,Positif,1.1200427920691443,dukung lama kerja polisi jujur adil manusiawi
165,lama polisi junjung benar rakyat dukung,positif,positif,329,Positif,1.149446152190708,polisi transparan selalu dapat dukung rakyat
165,lama polisi junjung benar rakyat dukung,positif,positif,750,Positif,1.1533365025746265,polisi kerja jujur selalu dapat dukung rakyat
165,lama polisi junjung benar rakyat dukung,positif,positif,390,Positif,1.180603474523289,polisi adil selalu dukung masyarakat
165,lama polisi junjung benar rakyat dukung,positif,positif,1072,Positif,1.183942061737514,terima kasih dukung pak polisi
165,lama polisi junjung benar rakyat dukung,positif,positif,1216,Positif,1.1882436038492639,yakin polisi benar lindung rakyat
165,lama polisi junjung benar rakyat dukung,positif,positif,583,Positif,1.1944209058974848,polisi kerja salah guna wenang selalu dukung rakyat
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,1170,Negatif,1.0909721239105525,lapor hilang malah sulit padahal kerja
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,542,Negatif,1.2006672400298488,dulu polisi takut
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,884,Negatif,1.2124000690053516,datang kantor polisi minta arah hukum malah bilang bukan urus padahal jelas kait aman
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,1426,Netral,1.2197348957629808,dekat sekolah anak tugas polisi jaga tiap pagi
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,790,Negatif,1.2200789281868538,kalau lapor warga kecil kayak anggap penting viral dulu baru tindak
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,118,Netral,1.2259067040832103,pernah tunggu cukup lama ruang tunggu kantor polisi meski banyak antre
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,1389,Negatif,1.2341656931936011,adil selalu tunggu viral
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,686,Negatif,1.2413959469889464,lapor hilang malah kena biaya tambah makin takut buat lapor
166,lapor anak hilang polisi malah bilang tunggu jam dulu padahal tiap detik penting,negatif,negatif,227,Negatif,1.2415836124407642,waktu tanya soal prosedur tilang malah marah bilang banyak tanya padahal cuma beri
167,tugas sering lambat memerespon panggil darurat masyarakat,negatif,negatif,753,Negatif,1.1451197825858688,layan hotline polisi lambat respons padahal situasi darurat cepat penting kali
167,tugas sering lambat memerespon panggil darurat masyarakat,negatif,negatif,1049,Negatif,1.1907965896431956,sering lihat polisi ngebut pakai sirene padahal darurat wenang disalahgunakan
167,tugas sering lambat memerespon panggil darurat masyarakat,negatif,negatif,1081,Negatif,1.2173738835268266,tangan kasus lambat utama masyarakat kecil lebih adil
167,tugas sering lambat memerespon panggil darurat masyarakat,negatif,negatif,907,Negatif,1.2296259631180282,tangan kasus sering lambat kalau viral rasa standar ganda
167,tugas sering lambat memerespon panggil darurat masyarakat,negatif,negatif,1184,Negatif,1.230058861042123,polisi lambat tindak rakyat butuh
167,tugas sering lambat memerespon panggil darurat masyarakat,negatif,negatif,523,Negatif,1.2371624928279459,polisi sering janji lebih sering hilang
